source_term,target_term,n_fired,n_helped,n_hurt,n_neutral,net_chrf_delta,avg_chrf_delta,example_file,example_idx,example_source,example_raw,example_final
चर खोदणे,खड्डा,1,0,1,0,-0.949,-0.9494,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,570,"२. यांत्रिक पध्दती विविध यंत्र किंवा उपकरणे आणि मानवी शक्तीचा वापर करून किडींना मारणे किंवा किडींना खाद्यापर्यंत पोहचू न देणे, याला यांत्रिक पध्दती म्हणतात. उदा. हाताने किडी जमा करणे, कीडग्रस्त भाग नष्ट करणे, जाळीने किडी पकडणे, प्रकाश सापळे, कामगंध सापळे, धान्य चाळणे, चिकट सापळे, खोडाभोवती चिकट पदार्थ किंवा पत्रा लावणे, शेताभोवती चर खोदणे, फळांना झाकणे, धूर करणे, आग निर्माण करणारे यंत्र, पक्षांना हाकलण्यासाठीचे यंत्र.","२. यांत्रिक पध्दती विविध यंत्र किंवा उपकरणे आणे मानवी शक्ती वापर कीन किडींन मारनू किंवा किडींन खाद्यापर्यंत पोहचू न देवनु, इयाल यांत्रिक पध्दती आखतेहे. उदा. हाताकी किडी जमा केनू, कीडग्रस्त भाग नष्ट केनू, जाळी की किडी तेनू, प्रकाश सापळे, कामगंध सापळे, धान्य चाळनू, चिकट सापळे, खोडाभोवती चिकट पदार्थ किंवा पत्रा लागवूनू, शेताभोवती चर खोदणे, फळांना झाकणे, धूर केनू, आग निर्माण केनारे यंत्र, पक्षांन हाकलूनु यंत्र.","२. यांत्रिक पध्दती विविध यंत्र किंवा उपकरणे आणे मानवी शक्ती वापर कीन किडे मारुलोंन मारनू किंवा किडे मारुलोंन खाद्यापर्यंत पोहचू न देवनु, इयाल यांत्रिक पध्दती आखतेहे. उदा. हाताकी किडे मारुलो जमा केनू, कीडग्रस्त भाग नष्ट केनू, जाळी की किडे मारुलो तेनू, उजवाडं सापळा, कामगंध सापळा, धान्य चाळनू, चिकट सापळा, खोडाभोवती चिकट पदार्थ किंवा पत्रा लागवूनू, शेताभोवती खड्डा, फळांना झाकणे, धूर केनू, आग निर्माण केनारे यंत्र, पक्षांन हाकलूनु यंत्र."
प्रजनन,आवाळो,6,0,6,0,-0.931,-0.1552,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,645,"या प्रकल्पामध्ये बदलत्या हवामानात देशी गायीचे प्रजनन, आहार व आरोग्य व्यवस्थापन यावर मार्गदर्शन केले जाते.","या प्रकल्पाम बदलत्या हवामानात देशी गावडीही प्रजनन, आहार व आरोग्य व्यवस्थापन याव मार्गदर्शन केतेहे.","या प्रकल्पाम बदलत्या हवामानात देशी गावडीही आवाळो, चारो व आरोग्य व्यवस्थापन याव मार्गदर्शन केतेहे."
कुज,रोट,1,0,1,0,-0.913,-0.9134,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,202,"इ आंब्याच्या हापूस जातीच्या फळांची काढणी लवकर करण्यासाठी, वजन वाढवण्यासाठी आणि साका, देठ कुज आणि फळावर पडणारे डाग कमी करण्यासाठी काढणीपूर्व फळ अंड्याच्या आकाराचे झाल्यावर बाहेरून तपकिरी व आतून काळ्या रंगाच्या २८ x२० सें.मी. कागदी पिशवीचे आवरण घालण्याची व ५० दिवसानंतर काढण्याची शिफारस करण्यात आली आहे.","इ आंबा हापूस जाती फळां काढणी माहार केरा खातोर, वजन वादवा खातोर आणे साका, देट कुज आणे फळाव पडणारे डाग कमी केरा खातोर काढणीपूर्व फळ हाकवा आकारा विन बारेने तपकिरी व माजमे काळ्या रंगा २८ x२० सें.मी. कागदी पिशवी आवरण केनू व ५० दिवसानंतर काढणी शिफारस केली हाय","इ आंबा हापूस जाती फळां काढणी माहार केरा खातोर, वजन वादवा खातोर आणे साका, देट रोट आणे फळाव पडणारे डाग कमी केरा खातोर काढणीपूर्व फळ हाकवा आकारा विन बारेने तपकिरी व माजमे काळ्या रंगा २८ x२० सें.मी. कागदी पिशवी आवरण केनू व ५० दिवसानंतर काढणी शिफारस केली हाय"
पूर,खाड़ी,6,0,6,0,-0.897,-0.1495,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,420,नदीच्या बदलत्या स्वरूपामुळे नदीच्या भविष्यातील गतिमार्गाचा अंदाज पुलावरील पूर रोखण्यासाठी वरच्या भागातील अभियांत्रिकीच्या नियोजनात महत्त्वपूर्ण आहे.,खाडी बदलत्या स्वरूपा खाडी भविष्याम गतिमार्गा अंदाज पुलावने पूर रोखण्यासाठी उचेने भागाम अभियांत्रिकी नियोजनाम महत्त्वपूर्ण हाय.,खाडी बदलत्या स्वरूपा खाडी भविष्याम गतिमार्गा अंदाज पुलावने खाड़ी रोखण्यासाठी उचेने भागाम अभियांत्रिकी नियोजनाम महत्त्वपूर्ण हाय.
बटाटा,वाटाणा,2,0,2,0,-0.889,-0.4444,output/rudra-bhili-translate/generations/bhb2mar/ckp_19000_beam/bhb2mar_predictions.jsonl,430,"माल्टोडेक्सट्रीच वापर किन बीटा कॅरोटिनू कणाप आवरण केयाकी , बटाटा स्टार्च आन जिलेटीन पेक्षा उत्तम आवरण क्षमता की (७५%) आन कमी खर्चाम ६० दिही लोगी बीटा कॅरोटीन तापमानुल टिकवी थोवा खातूर माल्टोडेक्सट्रीनच्य सुक्ष्मावरणा शिफारस केता आवेहे.","माल्टोडेक्सट्रीचचा वापर करून बीटा कॅरोटिनच्या कणांवर आवरण केल्यामुळे, बटाटा स्टार्च व जिलेटीनपेक्षा उत्तम आवरण क्षमता (७५%) आणि कमी खर्चामुळे ६० दिवसापर्यंत बीटा कॅरोटिन तापमानाला टिकवून ठेवण्यासाठी माल्टोडेक्सट्रीनच्या सुक्ष्मवरणाची शिफारस करण्यात येत आहे.","माल्टोडेक्सट्रीचचा वापर करून बीटा कॅरोटिनच्या कणांवर आवरण केल्यामुळे, वाटाणा स्टार्च व जिलेटीनपेक्षा उत्तम आवरण क्षमता (७५%) आणि कमी खर्चामुळे ६० दिवसापर्यंत बीटा कॅरोटिन तापमानाला टिकवून ठेवण्यासाठी माल्टोडेक्सट्रीनच्या सुक्ष्मवरणाची शिफारस करण्यात येत आहे."
कोरडे,कोअडो,1,0,1,0,-0.69,-0.6899,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,806,"गाभण शेळ्या शेवटच्या महिन्यात वेगळ्या ठेवून रोज २५०-३०० ग्रॅम प्रथिनेयुक्त खुराक, हिरव्या चाऱ्यासोबत द्यावा, शेळ्यांचे गोठे ओलसर, दमट असू नयेत. ते कोरडे व हवेशीर असावेत. प्रत्येक शेळीस गोठ्यात १० चौ व मोकळी २० चौ.","गाभण बोकड्या शेवट्या मोयनाम वेगळा थोवीन रोज २५०-३०० ग्रॅम प्रथिनेयुक्त खुराक, निलो चारो आरी देवणू, बोकडीही ओखडो ओलसर, दमट नाय जोजे ते कोरडे व हवेशीर जोजे. प्रत्येक बोकडील ओखडाम १० चौ व मोकळी २० चौ.","गाभण बोकड्या शेवट्या मोयनाम वेगळा थोवीन रोज २५०-३०० ग्राम प्रथिनेयुक्त खुराक, निलो चारो आरी देवणू, बोकडीही ओखडो ओलसर, दमट नाय जोजे ते कोअडो व हवेशीर जोजे. प्रत्येक बोकडील ओखडाम १० चौ व मोकळी २० चौ."
गहू,गोव,15,9,6,0,-0.666,-0.0444,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,892,"महाराष्ट- ातील गव्हाचे कमी उत्पादन येण्याची कारणे म्हणजे कोरडवाहू गव्हाची लागवड, गहू लागवडीसाठी हलक्या जमिनीचा वापर, पाणीपुरवठा पीक अवस्थेनुसार न करणे, सुधारित वाणांचा वापर न करणे, पीक वाढीच्या अवस्थेत तापमानात वारंवार होणारे बदल, पीक संरक्षणाचा अभाव, मशागत तंत्रज्ञानाचा अवलंब न करणे आणि गव्हाची उशिरा पेरणी करणे ही आहेत.","महाराष्ट्राम गहू कमी उत्पादन आवुला कारणे म्हणजे कोरडवाहू गहू लागवड, गहू लागवडी खातोर ओलक्या जमिनी वापर, पायपुरवठा पीक अवस्थेनुसार न केनु, सुधारित वाणांचा वापर न केनु, पीक वाढी अवस्थेत तापमानाम घेडी घेडी वेणारे बदल, पीक संरक्षणाचा अभाव, मशागत तंत्रज्ञानाचा अवलंब न केनु आण गहू उशिरा पेरणी केनु ई हाय","महाराष्ट्राम गोव कमी उत्पादन आवुला कारणे म्हणजे कोरडवाहू गोव लागवड, गोव लागवडी खातोर ओलक्या जमिनी वापर, पायपुरवठा पीक अवस्थेनुसार न केनु, सुधारित वाणांचा वापर न केनु, पीक वाढी अवस्थेत तापमानाम घेडी घेडी वेणारे बदल, पीक संरक्षणाचा अभाव, खेडनूं तंत्रज्ञानाचा अवलंब न केनु आण गोव उशिरा ओनू केनु ई हाय"
शेण,सां,1,0,1,0,-0.665,-0.6651,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,238,2. गाईचे शेण : ९० ते १०० किलो.,2. गावडी शेण : ९० ते १०० किलो.,2. गावडी सां : ९० ते १०० किलो.
पाळीव प्राणी,पालतू,2,0,2,0,-0.632,-0.3159,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,268,तुमच्याकडे पाळीव प्राणी असल्यास तुम्हाला एकदा किंवा वारंवार पाळीव प्राणी शुल्क भरावे लागेल.,तुम्हावे पाळीव प्राणी वेरी तर तुम्हांन एकदां नेता पासी पाळीव प्राणी पोयसा पोरा पोडी.,तुम्हावे पालतू वेरी तर तुम्हांन एकदां नेता पासी पालतू पोयसा पोरा पोडी.
मीठ,खारों,7,4,3,0,-0.325,-0.0465,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,809,"गाभण शेळ्यांचा आहार: गाभण काळात चांगली वैरण मिळणे महत्त्वाचे आहे. या काळातील शेवटच्या ६ ते ८ आठवड्यात चांगल्या वैरणीबरोबरच ४०० ते ५०० ग्रॅम आंबोण देणे महत्त्वाचे आहे. याशिवाय वर सांगितल्याप्रमाणे कॅल्शियम, फॉस्रफस, मीठ असलेले मिश्रण चाटण्यास ठेवल्यास फायदा होतो.","गाबी बोकडी चारा: गाबी काळाम हारो चारो मिलणे महत्त्वाचे हाय. या काळाम शेवटच्या ६ ते ८ आठवडाम हारो चारा आरी ४०० ते ५०० ग्रॅम आंबोण देणे महत्त्वाचे हाय. याशिवाय उचे आखल्याप्रमाणे कॅल्शियम, फॉस्रफस, मीठ असलेले मिश्रण चाटण्यास थोविन फायदो वेहे.","गाबी बोकडी चारा: गाबी काळाम हारो चारो मिलणे महत्त्वाचे हाय. या काळाम शेवटच्या ६ ते ८ आठवडाम हारो चारा आरी ४०० ते ५०० ग्राम आंबोण देणे महत्त्वाचे हाय. याशिवाय उचे आखल्याप्रमाणे कॅल्सीयम, फॉस्रफस, खारों असलेले मिश्रण चाटण्यास थोविन फायदो वेहे."
संकरीत,संकरित,18,5,6,7,-0.175,-0.0097,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600_beam/mar2bhb_predictions.jsonl,691,"पेरणीची पध्दत : सरत्याने किंवा टोकून, ओळीतील अंतर ४५ (सरळ वाणांकरीता) से.मी. किंवा ६० से.मी. (संकरीत वाणांकरीता) व झाडातील अंतर ३० से. मी. ठेवावे.","ओनू पध्दत : सरत्याने किंवा टोकून, ओळीमाने अंतर ४५ (सरळ वाणांकरीता) से.मी. नेता ६० से.मी. (संकरीत वाणांकरीता) व चाडामेने अंतर ३० से. मी. थोवनु.","ओनू पध्दत : सरत्याने किंवा टोकून, ओळीमाने अंतर ४५ (सरळ वाणांकरीता) से.मी. नेता ६० से.मी. (संकरित वाणांकरीता) व चाडामेने अंतर ३० से. मी. थोवनु."
चहा,चाय,6,3,3,0,-0.024,-0.0041,output/rudra-bhili-translate/generations/mar2bhb/ckp_33600/mar2bhb_predictions.jsonl,500,"आज लोकांमध्ये प्रदुषित अन्न पदार्थांविषयी जागरूकता निर्माण होऊ लागली आहे. त्यामुळे आपल्या देशात निर्यात बाजारपेठेबरोबरच सेंद्रीय शेती मालाला स्थानिक बाजारपेठ उपलब्ध होत आहे. आंतरराष्ट्रीय बाजारपेठेचा विचार केल्यास बासमती भात, गहू, कापूस, सोयाबीन, चहा, कॉफी, मसाल्याचे पदार्थ इत्यादी पिकांच्या सेंद्रीय उत्पादनास प्रचंड मागणी आहे. आपला देश या सेंद्रीय मालाची निर्यात मोठ्या प्रमाणात करत आहे. तथापि, आपल्या महाराष्ट्रातील विशेषतः कोकणातील शेतकÚयांनी स्थानिक बाजारपेठेचा विचार करून जर सेंद्रीय शेती केली तर त्यांना निश्चितच फायदा होवू शकतो.","आज लोकांम प्रदुषित अन्न पदार्थांविषयी जागरूकता निर्माण वेरा लागीही. त्यामुळे आपु देशा निर्यात बाजारपेठेआरी सेंद्रीय खेती मालाल स्थानिक बाजारपेठ उपलब्ध वेहे. आंतरराष्ट्रीय बाजारपेठा विचार केयोता बासमती भात, गहू, कापूस, सोयाबीन, चहा, कॉफी, मसाला पदार्थ इत्यादी पिकांहा सेंद्रीय उत्पादनाल प्रचंड मागणी हाय. आपू देशाम या सेंद्रीय माला निर्यात मोठ्या प्रमाणाम केतेहे. तेहेकीच, आपु महाराष्ट्रात स्थानिक केता कोकणाम शेतकऱ्यांय स्थानिक बाजारपेठा विचार कीन जर सेंद्रीय खेती केयी तर त्यांन निश्चितच फायदो वेहे.","आज लोकांम प्रदुषित अन्न पदार्थांविषयी जागरूकता निर्माण वेरा लागीही. त्यामुळे आपु देशा मोकलावनू बाजारपेठेआरी सेंद्रीय खेती मालाल स्थानिक बाजारपेठ उपलब्ध वेहे. आंतरराष्ट्रीय बाजारपेठा विचार केयोता बासमती भात, गोव, कपाशी, सोयाबीन, चाय, कॉफी, मसाला पदार्थ इत्यादी पिकांहा सेंद्रीय उत्पादनाल प्रचंड मागणी हाय. आपू देशाम या सेंद्रीय माला मोकलावनू मोठ्या प्रमाणाम केतेहे. तेहेकीच, आपु महाराष्ट्रात स्थानिक केता कोकणाम शेतकऱ्यांय स्थानिक बाजारपेठा विचार कीन जर सेंद्रीय खेती केयी तर त्यांन निश्चितच फायदो वेहे."
ओवा,ओजमां,6,6,0,0,0.113,0.0189,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,354,उत्पादन : ओवा पिकापासून व्यवस्थापनात हेक्टरी १२ ते १४ क्विंटल उत्पन्न मिळू शकते.,उत्पादन : ओवा पिकापासून व्यवस्थापनाम हेक्टरी १२ ते १४ क्विंटल उत्पन्न मिली शकेहे.,उत्पादन : ओजमां पिकापासून व्यवस्थापनाम हेक्टरी १२ ते १४ क्विंटल उत्पन्न मिली शकेहे.
खाड,चर,2,2,0,0,0.178,0.089,output/rudra-bhili-translate/generations/bhb2mar/ckp_33000/bhb2mar_predictions.jsonl,369,ए खाड गादिलाम खाड आही. ए खाड कडलूरमा वराती आवे हे आना बांगलु उपसागरू खाडीम वरायुल पेहला श्वेता खाडील मिले हे.,ही नदी गादिलामध्ये नदीत रूपांतरित होते; ही नदी कडलूरमध्ये उगम पावते आणि बाणगंगा उपसागराच्या खाड्यात बहण्यापूर्वी श्वेत नदीत विलीन होते.,ही नदी गादिलामध्ये नदीत रूपांतरित होते; ही नदी कडलूरमध्ये उगम पावते आणि बाणगंगा उपसागराच्या चर्यात बहण्यापूर्वी श्वेत नदीत विलीन होते.
माशी,माखी,3,2,0,1,0.4,0.1333,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,709,"अशा प्रकारच्या वाळवणीमुळे सुकविलेल्या माशांवर मुंग्या, किडे, माशी इत्यादी आढळून येत नाही.","एहकी प्रकारा उखविन उखवुला मासाहाव मुंग्या, किडे, माशी इत्यादी देखात्या नाहा.","एहकी प्रकारा उखविन उखवुला मासाहाव मुंग्या, किडे, माखी इत्यादी देखात्या नाहा."
ज्वारी,जुवा,2,2,0,0,0.484,0.2419,output/rudra-bhili-translate/generations/mar2bhb/ckp_33400_beam/mar2bhb_predictions.jsonl,318,"४) ज्वारी- गहू या पीक पध्दतीच्या १५ वर्षांच्या अभ्यासानंतर असे दिसून आले की, दोन्ही पिकांच्या जास्तीत जास्त उत्पादनाकरिता नत्र, स्फुरद व पालाश यांची संपूर्ण मात्रा रासायनिक खतातून द्यावी.","ज्वारी- गहू या पीक पध्दतीच्या १५ वर्षां अभ्यास किन तोवे एहेकी देखाय आलो की, बेनी पिकांमने जास्तीम जास्त उत्पादनाकेता नत्र, स्फुरद व पालाश यांहा संपूर्ण मात्रा रासायनिक खतामेने देवनु","जुवा- गोव या पीक पध्दतीच्या १५ वर्षां अभ्यास किन तोवे एहेकी देखाय आलो की, बेनी पिकांमने जास्तीम जास्त उत्पादनाकेता नत्र, स्फुरद व पालाश यांहा संपूर्ण मात्रा रासायनिक खतामेने देवनु"
घट्ट,ज्याडे शि ग्ये,3,3,0,0,0.504,0.1679,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,770,जसजसे पाण्याचे बाष्पीभवन होत जाईल तसतसे दुध घट्ट होत जाते हा घट्टपणा चंदनाच्या लेपाप्रमाणे (पेस्ट) सारखा होईपर्यंत आटविण्याची प्रक्रिया चालु ठेवावी.,जसजसे पाया बाष्पीभवन वेतो जाई तसतसे दुध घट्ट वेहे ओ घट्टपणा चंदनाच्या लेपाप्रमाणे (पेस्ट) सारखा होईपर्यंत आटविण्याची प्रक्रिया चालु ठेवूलो,जसजसे पाया वाफ नुकसान वेतो जाई तसतसे दुध ज्याडे शि ग्ये वेहे ओ ज्याडे शि ग्येपणा चंदनाच्या लेपाप्रमाणे (खाऊलो) सारखा होईपर्यंत आटविण्याची प्रक्रिया चालु ठेवूलो
पेस्ट,खाऊलो,3,3,0,0,0.504,0.1679,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,770,जसजसे पाण्याचे बाष्पीभवन होत जाईल तसतसे दुध घट्ट होत जाते हा घट्टपणा चंदनाच्या लेपाप्रमाणे (पेस्ट) सारखा होईपर्यंत आटविण्याची प्रक्रिया चालु ठेवावी.,जसजसे पाया बाष्पीभवन वेतो जाई तसतसे दुध घट्ट वेहे ओ घट्टपणा चंदनाच्या लेपाप्रमाणे (पेस्ट) सारखा होईपर्यंत आटविण्याची प्रक्रिया चालु ठेवूलो,जसजसे पाया वाफ नुकसान वेतो जाई तसतसे दुध ज्याडे शि ग्ये वेहे ओ ज्याडे शि ग्येपणा चंदनाच्या लेपाप्रमाणे (खाऊलो) सारखा होईपर्यंत आटविण्याची प्रक्रिया चालु ठेवूलो
डोडा,मका,1,1,0,0,0.879,0.8794,output/rudra-bhili-translate/generations/bhb2mar/ckp_19000_beam/bhb2mar_predictions.jsonl,261,या पिकाखातर जमिनी निवड आन पेले खेडणू वखरणू एहेकी डोडा प्रमाणेच केनु,या पिकासाठी जमिनीची निवड व पूर्वमशागत डोडा पिकाप्रमाणेच करावी.,या पिकासाठी जमिनीची निवड व पूर्वमशागत मका पिकाप्रमाणेच करावी.
कृत्रिम रेतन,टुप थोवनू,6,6,0,0,0.892,0.1486,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,135,माजावर आल्यानंतर १२ ते २४ तासांच्या कालावधीत तिला कृत्रिम रेतन करून घेतल्यास (भरविल्यास) गाभण राहण्याचे प्रमाण अधिक असते.,मांजे आलेका फासे १२ ते २४ तासां कालावधीम तियील कृत्रिम रेतन कीन लेदो (भरविल्यास) गाभण रेवनु प्रमाण वाद रेहे.,मांजे आलेका फासे १२ ते २४ तासां कालावधीम तियील टुप थोवनू कीन लेदो (भरविल्यास) गाभण रेवनु प्रमाण वाद रेहे.
चाना,हरभरा,1,1,0,0,0.913,0.9132,output/rudra-bhili-translate/generations/bhb2mar/ckp_33000_beam/bhb2mar_predictions.jsonl,604,पुलो १२-२४ तास पायाम पीजववी थोविन फासे निर्जंतुक केराहाटी ८०-८५ अंश से. तापमानाम पायाम २० मिनिटे थोविन आगला लागवाहाटी वापरुतहे. लाकडा नैता बांबू इटाव चौकटीव ४-६ जुडके (साधारण २० सें.मी. व्यासा) सारखे थोवणू. इयाव काठा बाजू के १०-१२ सें.मी. माज आजू बाजू ल रांगोली पध्दतीनके चाना नैता तुवी कुट टाकनू. इयावबुरशी बीयारों जागे जागे अंतराव ओअतेहे. फासो पोयलो जुडक्या थोराव विरूध्द बाजूनके बिजो थोर देइन पासी डाली कुट आन बुरशी बीयारो पोअनू ३६-४० जुडक्याहा टीग तयार व्हेहे.,पुलांना १२-२४ तास पाण्यात भिजवून नंतर निर्जंतुक करण्यासाठी ८०-८५ अंश से. तापमानाच्या पाण्यात २० मिनिटे ठेवून पुढे लागवडीसाठी वापरतात. लाकडाच्या किंवा बांबूच्या विटांच्या चौकटीवर ४-६ तुकडे (साधारण २० सें.मी. व्यासाचे) समान अंतरावर ठेवावेत. यावर काठाच्या बाजूने १०-१२ सें.मी. अंतरावर दोन्ही बाजूंनी हिरवीगार चाना किंवा तुरीचे कुट टाकावे. यावर बुरशीच्या बीजाणू हळूहळू अंतरावर पेरले जातात. नंतर प्रथम तुकड्याच्या तळाला विरुद्ध बाजूने दुसरा थर देऊन नंतर डाली कुट आणि बुरशीचे बीदारुन ३६-४० तुकड्यांचे टीग तयार होतात.,पुलांना १२-२४ तास पाण्यात भिजवून नंतर निर्जंतुक करण्यासाठी ८०-८५ अंश से. तापमानाच्या पाण्यात २० मिनिटे ठेवून पुढे लागवडीसाठी वापरतात. लाकडाच्या किंवा बांबूच्या विटांच्या चौकटीवर ४-६ तुकडे (साधारण २० सें.मी. व्यासाचे) समान अंतरावर ठेवावेत. यावर काठाच्या बाजूने १०-१२ सें.मी. अंतरावर दोन्ही बाजूंनी हिरवीगार हरभरा किंवा तुरीचे कुट टाकावे. यावर बुरशीच्या बीजाणू हळूहळू अंतरावर पेरले जातात. नंतर प्रथम तुकड्याच्या तळाला विरुद्ध बाजूने दुसरा थर देऊन नंतर डाली कुट आणि बुरशीचे बीदारुन ३६-४० तुकड्यांचे टीग तयार होतात.
खतांचा वापर,खत वापर,2,2,0,0,0.966,0.483,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,57,"६) ठिबक सिंचनातुन खतांचा वापर : ठिबक सिंचनातून पाण्यात विरघळणारी खते व मुलद्रव्ये योग्य त्या प्रमाणात,","ठिबक सिंचनाकी खतांचा वापर : ठिबक सिंचनाकी पायाम मिलणारी खते व मुलद्रव्ये योग्य त्या प्रमाणात,","ठिबक सिंचनाकी खत वापर : ठिबक सिंचनाकी पायाम मिलणारी खते व मुलद्रव्ये योग्य त्या प्रमाणात,"
सुर्यफुल,हुरजा फुल,4,4,0,0,0.991,0.2478,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,994,"फळे व भाजीपाला उत्पादनात भारत दुसऱ्या क्रमांकावर असून, दूध, तिळ, तांदुळ, कापुस, ऊस, गहु, दाळी, सुर्यफुल आणि मांस आदीच्या उत्पादनात जगात अग्रेसर आहे. उत्पादीत फळे व भाजीपाला यांचे अपुऱ्या साठवण व प्रक्रिये अभावी २०-२५ टक्के मालाची नासाडी होते, त्यामुळे प्रचंड मोठ्या प्रमाणावर कच्चा माल वाया जातो व त्याचे मूल्य ४० हजार कोटी आहे. आपल्या देशात सर्वसाधारणपणे ५ - ६ टक्के मालावर प्रक्रिया केली जाते.","फळे व भाजीपाला उत्पादनाम भारत दुसऱ्या क्रमांकावर असून, दूध, तिळ, तांदुळ, कापुस, ऊस, गहु, दाळी, सुर्यफुल आणि मांस आदीच्या उत्पादनात जगात अग्रेसर आहे. उत्पादीत फळे व भाजीपाला यांचे अपुऱ्या साठवण व प्रक्रिये अभावी २०-२५ टक्के मालाची नासाडी होते, त्यामुळे प्रचंड मोठ्या प्रमाणावर कच्चा माल वाया जाहे व त्याचे मूल्य ४० हजार कोटी आहे. आपल्या देशाम सर्वसाधारणपणे ५ - ६ टक्के मालावर प्रक्रिया केली जाहे.","फळे व भाजीपाला उत्पादनाम भारत दुसऱ्या क्रमांकावर असून, दूद, तिळ, तांदुळ, कापुस, हेडी, गहु, दाळी, हुरजा फुल आणि मांस आदीच्या उत्पादनात जगात अग्रेसर आहे. उत्पादीत फळे व भाजीपाला यांचे अपुऱ्या साठवण व प्रक्रिये अभावी २०-२५ टक्के मालाची नासाडी होते, त्यामुळे प्रचंड मोठ्या प्रमाणावर कच्चा माल वाया जाहे व त्याचे मूल्य ४० हजार कोटी आहे. आपल्या देशाम सर्वसाधारणपणे ५ - ६ टक्के मालावर प्रक्रिया केली जाहे."
धरणे,वाडणू,2,2,0,0,1.015,0.5074,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,66,"नदीच्या पाणलोट क्षेत्रात असलेल्या गावांनी मातीची धरणे बांधली, ज्यात सर्वात मोठे धरण हे २४४ मी लांब आणि ७ मी रुंद आहे.","खाडी पाणलोट क्षेत्राम रेणाऱ्या गावांनी माती धरणे बांधले, ज्याम आखहासे मोठ धरण हे २४४ मी लांब आन ७ मी रुंद हाय.","खाडी पाणलोट क्षेत्राम रेणाऱ्या गावांनी माती वाडणू बांधले, ज्याम आखहासे मोठ धरण हे २४४ मी लांब आन ७ मी रुंद हाय."
टोमॅटो,टमाटे,1,1,0,0,1.033,1.0325,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,658,टोमॅटो पिकात फळ पोखरणारी अळी नियंत्रणासाठी कामगंध सापळे लावून फवारणीचे वेळापत्रक ठरवावे.,टोमॅटो पिकाम फळ पोखरुणारी अळी नियंत्रणाखातोर कामगंध सापळे लागवीन फवारणी वेळापत्रक ठरवुनू.,टमाटे पिकाम फळ पोखरुणारी अळी नियंत्रणाखातोर कामगंध सापळा लागवीन फवारणी वेळापत्रक ठरवुनू.
गाय,गावडी,1,1,0,0,1.071,1.0705,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400_beam/mar2bhb_predictions.jsonl,207,५) कोमट पाण्याने कास धुतल्यानंतर गाय / म्हैस पान्हा सोडण्यास सुरवात करते.,५) कोमट पायाकी कास तुविन गाय / मोहडी पान्हा सोडणू सुरवात केहे.,५) कोमट पायाकी कास तुविन गावडी / मोहडी पान्हा सोडणू सुरवात केहे.
अवशेष,सोडहे,8,5,0,3,1.129,0.1411,output/rudra-bhili-translate/generations/mar2bhb/ckp_18400/mar2bhb_predictions.jsonl,638,अराविदू राजवंशाच्या उत्तराधिकाऱ्यांनी या प्रदेशावर राज्य केले परंतु १६१४ मध्ये साम्राज्य कोसळले आणि विजापूर सल्तनत आणि इतरांबरोबर सुरू असलेल्या युद्धांमुळे १६४६ मध्ये अंतिम अवशेष संपुष्टात आले.,अराविदू राजवंशा उत्तराधिकाऱ्यांय इया प्रदेशाव राज्य केलो पेन १६१४ म साम्राज्य कोसळलो आणे विजापूर सल्तनत आणे इतरां आरी सुरू रेहल्या युद्धांकी १६४६ म अंतिम अवशेष संपुष्टात आलो.,अराविदू राजवंशा उत्तराधिकाऱ्यांय इया प्रदेशाव राज्य केलो पेन १६१४ म साम्राज्य कोसळलो आणे विजापूर सल्तनत आणे इतरां आरी सुरू रेहल्या युद्धांकी १६४६ म अंतिम सोडहे संपुष्टात आलो.
